4	12	1.936	2.6602	0.66505	2.63764691513425e9
4	18	0.748	4.04821	1.01205	6.9904111770147e8
4	26	0.957	2.57076	0.64269	2.25940435580264e9
4	34	0.634	11.25548	2.81387	2.92513731350462e9
4	40	1.087	5.16512	1.29128	2.55825408855841e9
4	45	0.942	1.86691	0.46673	2.66808933077819e9
4	50	0.947	7.84537	1.96134	3.37821330837028e9
4	56	0.787	3.66699	0.91675	2.78646056469869e9
4	59	0.747	4.39	1.0975	3.18388569953649e9
4	70	0.591	13.74497	3.43624	4.16625335358772e9
4	78	0.566	7.38266	1.84566	3.26548501435048e9
4	90	0.701	4.00001	1.0	2.79469652967442e9
4	100	0.815	3.20951	0.80238	3.07253008883152e9
4	105	0.62	4.74033	1.18508	6.8438494644504e8
4	109	1.171	2.85358	0.7134	3.406458684842012e10
4	128	0.738	3.84559	0.9614	2.49736990828879e9
4	137	0.042	0.0	0.0	0.0
4	138	0.605	2.37545	0.59386	2.91091090309804e9
4	142	0.625	3.77213	0.94303	3.36757062705624e9
4	152	0.693	3.69402	0.9235	3.59835628146969e9
4	159	0.65	5.46417	1.36604	3.52389322721407e9
4	164	1.405	2.78062	0.69516	4.316590467451678e10
4	171	0.796	3.41195	0.85299	2.39482721540102e9
4	175	0.796	3.00412	0.75103	2.32788415697503e9
4	181	0.605	3.70413	0.92603	4.43475739370557e9
4	189	0.717	5.92017	1.48004	2.31822024335769e9
4	198	0.802	2.03488	0.50872	4.26249957683308e9
4	206	0.751	3.27258	0.81815	3.45490607928422e9
4	213	1.433	2.51966	0.62992	1.703330736378486e10
4	223	0.539	8.23897	2.05974	3.85090915093538e9
4	226	0.726	2.6092	0.6523	3.17545357040666e9
4	236	0.583	3.29647	0.82412	3.66456494432394e9
4	239	0.563	4.75069	1.18767	3.39168369994908e9
4	253	0.599	2.08297	0.52074	2.78940011306494e9
4	258	0.589	5.02546	1.25637	3.3988957790274e9
4	266	0.73	3.27918	0.8198	3.39923888159341e9
4	271	0.584	2.73036	0.68259	3.79197316808734e9
4	274	0.606	4.52593	1.13148	2.82841057527478e9
4	279	0.614	5.72928	1.43232	3.04254532331706e9
4	282	0.745	2.82313	0.70578	3.41152228409761e9
4	290	0.691	4.24384	1.06096	3.70876861612508e9
4	295	1.213	2.78575	0.69644	1.549779089409028e10
4	306	0.658	6.88711	1.72178	3.23797918925402e9
4	319	0.631	2.59166	0.64792	3.40848043698381e9
4	325	0.612	3.19302	0.79826	3.1609795904044e9
4	332	0.629	4.29596	1.07399	4.16103321320011e9
4	339	0.702	2.86756	0.71689	2.24424631708358e9
4	349	0.456	3.03987	0.75997	2.926234197396e8
4	353	0.649	3.56701	0.89175	3.02177985262793e9
4	359	0.422	6.546	1.6365	2.249389815017e8
4	361	0.5	2.92031	0.73008	5.0980833294983e8
4	366	0.579	9.53021	2.38255	4.00373449775994e9
4	373	0.56	2.88112	0.72028	3.03807213030665e9
4	382	0.611	2.79619	0.69905	3.54942450720756e9
4	390	0.725	3.43604	0.85901	2.54626619387426e9
4	398	0.622	4.13441	1.0336	2.92979508769525e9
4	406	0.749	3.50849	0.87712	4.13835818064796e9
4	422	0.537	4.05039	1.0126	2.79435986290958e9
4	428	0.599	1.96287	0.49072	2.59175571562145e9
4	434	0.009	0.0	0.0	0.0
4	436	0.586	2.6511	0.66278	2.68333611752475e9
4	440	0.765	3.56839	0.8921	2.85679028652276e9
4	445	0.64	3.38297	0.84574	3.13694265371475e9
4	457	0.686	3.05978	0.76495	3.04931523956789e9
4	463	0.633	3.34069	0.83517	4.41345970504369e9
4	473	0.785	2.63347	0.65837	2.67022781243522e9
4	479	0.602	3.9141	0.97853	5.5466715984342e8
4	484	0.692	4.41624	1.10406	2.66466173454917e9
4	490	0.732	1.78093	0.44523	3.1828064754382e9
4	496	0.627	3.16796	0.79199	2.97513821877499e9
4	501	0.592	1.04185	0.26046	1.07041324004422e9
4	508	0.626	3.02472	0.75618	3.80408601622245e9
4	518	0.598	3.2487	0.81218	2.76793469299416e9
4	522	0.601	3.1439	0.78598	3.00638662860453e9
4	535	0.553	17.27831	4.31958	3.45215952951258e9
4	539	0.583	3.45505	0.86376	3.07950777377834e9
4	541	0.602	3.2454	0.81135	3.53991877061126e9
4	546	0.455	15.20963	3.80241	2.9996515525793e8
4	554	0.577	3.03107	0.75777	3.85782121627811e9
4	564	0.613	3.55593	0.88898	3.18802818601023e9
4	572	0.577	2.67473	0.66868	2.84482911394096e9
4	582	0.605	3.4509	0.86273	3.67485252853037e9
4	590	0.001	0.0	0.0	0.0
4	591	0.755	3.2696	0.8174	4.13856737595772e9
4	595	0.635	3.88119	0.9703	4.01142524371396e9
4	600	0.612	3.21373	0.80343	3.81551083504783e9
4	607	0.627	3.07586	0.76897	3.40219490482902e9
4	615	0.605	5.09993	1.27498	3.92937388792444e9
4	625	1.359	3.75026	0.93756	2.80023949730232e10
4	633	1.113	5.33009	1.33252	4.038093018710713e10
4	645	0.569	3.18504	0.79626	2.38392998586014e9
4	647	1.12	5.02665	1.25666	2.572397177810942e10
4	655	0.654	12.98928	3.24732	4.06037613077788e9
4	663	0.577	3.93858	0.98465	3.45557957269359e9
4	672	0.697	3.6966	0.92415	2.25142755246226e9
4	681	1.377	3.81186	0.95296	3.73129100050066e10
4	689	0.579	10.48584	2.62146	4.602949118944e9
4	697	1.058	4.58037	1.14509	2.234921278839007e10
4	709	1.042	3.14848	0.78712	3.877508205347661e10
