5	1.409	5.61239	1.4031	3.42645603387251e9
21	0.708	5.45796	1.36449	3.03735799622501e9
28	0.741	1.26294	0.31574	2.17640733513317e9
37	0.713	3.06683	0.76671	3.62328045297724e9
42	0.667	2.57703	0.64426	2.35239232843838e9
48	0.611	5.54863	1.38716	2.64263654078881e9
53	0.401	2.63376	0.65844	1.565767108252e8
56	0.582	3.66699	0.91675	2.78659128755513e9
59	0.74	4.39	1.0975	3.18385908567762e9
68	0.036	0.0	0.0	0.0
70	0.564	13.74497	3.43624	4.16627401889909e9
78	0.645	7.38266	1.84566	3.26551058621045e9
90	0.72	4.00001	1.0	2.79479774903054e9
100	0.74	3.20951	0.80238	3.0724439268924e9
106	0.606	3.26746	0.81686	2.74597279399494e9
111	0.739	1.61284	0.40321	2.6371688982711e9
123	0.642	6.88758	1.7219	3.44343101439274e9
130	1.067	3.41211	0.85303	1.856167527855204e10
140	0.587	2.42021	0.60505	2.95202321811847e9
152	0.601	3.69402	0.9235	3.59837054191839e9
159	0.57	5.46417	1.36604	3.5238708317024e9
163	0.486	3.44156	0.86039	3.6221284018337e8
167	0.566	12.51119	3.1278	4.1329107154702e9
170	0.592	3.98945	0.99736	2.7728959090501e9
174	0.662	15.86043	3.96511	4.04835636798602e9
179	0.582	2.61521	0.6538	2.91665343494784e9
16	1.181	10.50586	2.62646	9.3906057344072e8
23	0.697	1.70182	0.42546	3.27910063367074e9
27	0.652	3.52286	0.88072	2.56007932074767e9
35	0.512	6.94423	1.73606	6.6730572626092e8
41	0.52	2.91065	0.72766	3.71644253816105e9
44	0.65	4.03595	1.00899	2.2572787484766e9
50	0.688	7.84537	1.96134	3.37815569857387e9
58	0.542	4.31574	1.07894	2.85246741908131e9
64	0.521	3.22918	0.8073	2.45838050031871e9
72	0.65	2.33648	0.58412	3.31838609790364e9
87	0.525	3.59029	0.89757	2.35566687204412e9
94	0.539	3.21276	0.80319	3.72279709216128e9
100	0.66	3.20951	0.80238	3.0724439268924e9
106	0.53	3.26746	0.81686	2.74597279399494e9
111	0.526	1.61284	0.40321	2.6371688982711e9
122	0.654	1.29301	0.32325	2.8704811553746e9
131	0.576	2.86964	0.71741	3.1896848882961e9
139	0.532	9.77319	2.4433	4.38635324358929e9
147	0.032	0.0	0.0	0.0
149	0.547	3.07909	0.76977	2.77459503464178e9
155	0.533	9.85032	2.46258	4.13569749021439e9
161	0.556	2.11496	0.52874	2.47124800156272e9
164	1.162	2.78062	0.69516	4.316388759253779e10
172	0.488	2.51607	0.62902	4.6081912866268e8
175	0.532	3.00412	0.75103	2.32783912359797e9
