16	1.385	10.50586	2.62646	9.3906057344072e8
18	0.543	4.04821	1.01205	6.9903057006545e8
26	0.643	2.57076	0.64269	2.25955347279221e9
34	0.68	11.25548	2.81387	2.92514328551831e9
41	0.724	2.91065	0.72766	3.71644253816105e9
45	0.717	1.86691	0.46673	2.66817955743645e9
50	0.741	7.84537	1.96134	3.37815569857387e9
58	0.549	4.31574	1.07894	2.85246741908131e9
64	0.593	3.22918	0.8073	2.45838050031871e9
75	0.679	3.41869	0.85467	2.04450719483744e9
89	0.693	4.69362	1.1734	2.28284005347778e9
94	0.595	3.21276	0.80319	3.72279709216128e9
101	0.574	8.19069	2.04767	1.89488325263995e9
105	0.549	4.74033	1.18508	6.8435907686103e8
109	1.283	2.85358	0.7134	3.40652513011596e10
128	0.78	3.84559	0.9614	2.49735963292691e9
137	0.068	0.0	0.0	0.0
138	0.587	2.37545	0.59386	2.91084039317394e9
142	0.572	3.77213	0.94303	3.36754284281848e9
154	0.649	4.16489	1.04122	3.49410066056374e9
160	0.572	3.20111	0.80028	2.42712722908803e9
164	1.324	2.78062	0.69516	4.316388759253779e10
171	0.782	3.41195	0.85299	2.39475159779952e9
176	0.67	2.75683	0.68921	2.73546850872436e9
12	1.169	2.6602	0.66505	2.63761804173667e9
18	0.527	4.04821	1.01205	6.9903057006545e8
26	0.637	2.57076	0.64269	2.25955347279221e9
34	0.608	11.25548	2.81387	2.92514328551831e9
40	0.642	5.16512	1.29128	2.55829328816861e9
46	1.094	8.84315	2.21079	4.318027237180735e10
55	0.696	2.86184	0.71546	3.22087985908145e9
60	0.64	3.40643	0.85161	1.39999720819037e9
75	0.644	3.41869	0.85467	2.04450719483744e9
89	0.574	4.69362	1.1734	2.28284005347778e9
95	0.72	2.77504	0.69376	3.12604376153547e9
104	0.618	3.10953	0.77738	3.02141155547718e9
108	0.644	3.74751	0.93688	3.69741674038385e9
116	0.638	3.41527	0.85382	2.82167231486144e9
128	0.624	3.84559	0.9614	2.49735963292691e9
137	0.05	0.0	0.0	0.0
138	0.51	2.37545	0.59386	2.91084039317394e9
142	0.573	3.77213	0.94303	3.36754284281848e9
152	0.553	3.69402	0.9235	3.59837054191839e9
160	0.548	3.20111	0.80028	2.42712722908803e9
163	0.427	3.44156	0.86039	3.6221284018337e8
167	0.555	12.51119	3.1278	4.1329107154702e9
170	0.531	3.98945	0.99736	2.7728959090501e9
174	0.563	15.86043	3.96511	4.04835636798602e9
179	0.467	2.61521	0.6538	2.91665343494784e9
