210.0 0.282 4.7873 1.19682 4.8502415717849e9
211.0 0.32 2.0978 0.52445 2.25689111113547e9
212.0 0.129 12.3285 3.08212 3.57289704188616e9
213.0 0.423 2.5197 0.62992 1.700498966460005e10
214.0 0.12 2.424 0.606 4.08899963806219e9
215.0 0.253 1.6397 0.40992 1.25834564802978e9
216.0 0.104 3.3987 0.84968 2.94402758073048e9
217.0 0.279 3.0407 0.76018 1.89674535054936e9
218.0 0.271 8.6215 2.15537 3.2573023377921e9
222.0 0.338 3.8292 0.9573 7.421896790374e7
223.0 0.113 8.239 2.05975 3.85087384146895e9
224.0 0.109 3.7798 0.94495 2.71207760789609e9
225.0 0.345 4.4324 1.1081 3.41019005571693e9
226.0 0.29 2.6092 0.6523 3.17537727368409e9
227.0 0.1 3.7971 0.94928 1.25709343729327e9
229.0 0.271 4.5632 1.1408 2.52128648557034e9
230.0 0.274 3.6907 0.92268 5.7169610632805e8
235.0 0.132 4.7622 1.19055 3.72297215436582e9
236.0 0.263 1.4298 0.35745 2.16786297594001e9
237.0 0.11 1.4442 0.36105 1.56977002501873e9
238.0 0.327 4.8886 1.22215 1.9030887936348e8
239.0 0.32 4.7507 1.18768 3.39162165586981e9
246.0 0.11 1.2954 0.32385 1.63105442958106e9
249.0 0.045 0.0 0.0 0.0
250.0 0.258 6.1803 1.54508 3.52194833939497e9
253.0 0.113 23.4484 5.8621 5.941050819565e7
254.0 0.266 1.5528 0.3882 1.02211388153742e9
255.0 0.275 3.2517 0.81292 2.64448762442077e9
257.0 0.107 6.229 1.55725 3.84886541784347e9
258.0 0.147 5.0255 1.25638 3.39855036661592e9
262.0 0.28 2.8504 0.7126 3.42256216734995e9
263.0 0.219 2.1269 0.53172 5.7914575327702e8
264.0 0.145 3.8193 0.95482 3.13377641913933e9
266.0 0.099 3.2792 0.8198 3.39892486882203e9
267.0 0.111 2.7909 0.69772 3.00611844475263e9
269.0 0.371 3.8197 0.95492 2.337016540670434e10
270.0 0.262 3.602 0.9005 1.25670097098888e9
271.0 0.127 2.7304 0.6826 3.78798226121454e9
272.0 0.276 2.9519 0.73798 3.36601980049553e9
273.0 0.288 3.1184 0.7796 3.80236374348944e9
274.0 0.102 4.5259 1.13148 2.82804335698685e9
275.0 0.102 3.0778 0.76945 3.91616907558956e9
276.0 0.272 6.7218 1.68045 3.201290113966e7
278.0 0.411 4.0586 1.01465 3.954008741688559e10
279.0 0.105 5.7293 1.43233 3.04249334394944e9
280.0 0.326 3.2616 0.8154 3.44284693761509e9
281.0 0.107 2.5918 0.64795 3.37281398259215e9
282.0 0.119 2.8014 0.70035 3.5216068493322e8
285.0 0.097 7.3561 1.83902 8.663920337011e7
286.0 0.106 3.1607 0.79018 4.4762884868986e8
289.0 0.11 3.1613 0.79032 1.14494099067075e9
290.0 0.274 4.2438 1.06095 3.70789727307543e9
291.0 0.122 3.7623 0.94058 2.55479454983089e9
292.0 0.173 7.3992 1.8498 3.9183432774919e9
293.0 0.133 3.148 0.787 2.19001153356711e9
295.0 0.348 1.5533 0.38832 8.87650533119942e9
296.0 0.249 3.6494 0.91235 3.8903225609004e8
299.0 0.121 3.4613 0.86532 3.35010719551073e9
301.0 0.249 1.4206 0.35515 1.10351564336994e9
303.0 0.193 3.2297 0.80742 1.91899234594e6
304.0 0.137 3.6524 0.9131 3.15555537035445e9
306.0 0.147 6.8871 1.72178 3.23808009700316e9
308.0 0.095 6.7762 1.69405 4.1417441799176e9
313.0 0.109 3.098 0.7745 3.16841103829891e9
316.0 0.117 1.3605 0.34012 1.37170068165994e9
317.0 0.109 3.0912 0.7728 4.8697539757974e8
319.0 0.169 2.5917 0.64792 3.40483644110487e9
321.0 0.136 1.4299 0.35748 1.98570129513872e9
322.0 0.229 2.3835 0.59588 4.6531465739434e8
324.0 0.277 3.1907 0.79768 2.50406900303422e9
325.0 0.102 1.4502 0.36255 1.51880987302722e9
328.0 0.061 0.0 0.0 0.0
329.0 0.299 3.928 0.982 2.84600888111512e9
331.0 0.229 6.871 1.71775 1.58645156208962e9
332.0 0.105 4.296 1.074 4.16009894079243e9
333.0 0.277 5.5495 1.38738 2.44956666015198e9
335.0 0.153 2.8707 0.71768 2.79781266302672e9
337.0 0.117 2.8805 0.72012 3.10181587551006e9
339.0 0.116 2.8904 0.7226 3.5954768214679e8
340.0 0.114 14.825 3.70625 2.719786913832e7
345.0 0.253 2.6688 0.6672 1.53065472903903e9
346.0 0.344 3.021 0.75525 4.246892038778e8
349.0 0.189 3.0399 0.75998 2.9257145590585e8
350.0 0.102 2.8518 0.71295 3.7347214756839e8
351.0 0.119 3.501 0.87525 3.09082202820682e9
352.0 0.151 3.561 0.89025 3.7288174427159e8
353.0 0.124 3.567 0.89175 3.02160089142148e9
354.0 0.154 2.2411 0.56028 3.5022936561172e9
356.0 0.366 12.6831 3.17078 2.806888222103726e10
357.0 0.135 4.3808 1.0952 3.20564178653615e9
359.0 0.201 6.546 1.6365 2.2493434578988e8
360.0 0.098 22.088 5.522 3.57123395918841e9
361.0 0.21 2.9203 0.73008 5.097786233913e8
362.0 0.114 2.9999 0.74998 5.0916338970166e8
364.0 0.114 2.3303 0.58257 2.80111374783935e9
365.0 0.133 7.082 1.7705 1.46213352495671e9
366.0 0.164 9.5302 2.38255 4.00370723544367e9
367.0 0.139 29.9036 7.4759 204346.95964
369.0 0.122 3.3379 0.83448 2.96569867232221e9
370.0 0.11 2.6797 0.66992 2.95821928360542e9
373.0 0.104 2.8811 0.72028 3.03738199815868e9
377.0 0.322 6.2473 1.56182 4.33152835977012e9
378.0 0.103 2.6397 0.65992 2.25599496230062e9
380.0 0.3 7.0867 1.77168 3.49397932746888e9
382.0 0.099 1.5501 0.38752 1.81101502488875e9
384.0 0.114 3.158 0.7895 2.9203306689142e8
385.0 0.125 4.2737 1.06842 2.25009183762306e9
387.0 0.116 2.7695 0.69238 4.46880654510964e9
390.0 0.121 3.4688 0.8672 2.8582207425983e8
392.0 0.13 5.8128 1.4532 3.81167219459949e9
394.0 0.108 7.2372 1.8093 4.16838656716117e9
396.0 0.281 4.2992 1.0748 2.29091638311554e9
398.0 0.107 4.1819 1.04548 3.5296219413299e8
400.0 0.127 2.5309 0.63272 2.71418356221356e9
401.0 0.109 5.3208 1.3302 3.74229991973117e9
404.0 0.118 3.784 0.946 2.55610021052389e9
406.0 0.121 3.5085 0.87712 4.13828520423092e9
407.0 0.108 3.0009 0.75022 4.6986898805974e8
408.0 0.203 2.6296 0.6574 2.3640980691396e9
411.0 0.11 2.6308 0.6577 2.94536426056477e9
414.0 0.129 8.1594 2.03985 6.225712395381e7
422.0 0.245 4.0504 1.0126 2.79433548000569e9
423.0 0.308 3.5702 0.89255 2.4260439228713e8
425.0 0.139 1.4345 0.35862 1.86640832993298e9
428.0 0.097 23.6591 5.91478 6.3566190284e6
429.0 0.269 2.889 0.72225 3.0129593762129e8
430.0 0.392 1.5233 0.38082 6.56861044277548e9
433.0 0.106 2.4446 0.61115 3.00958685794765e9
434.0 0.001 0.0 0.0 0.0
436.0 0.106 2.6511 0.66278 2.68343042555347e9
437.0 0.099 1.2799 0.31998 1.60310113808924e9
438.0 0.124 2.9476 0.7369 2.55123367796604e9
439.0 0.105 3.2421 0.81052 3.8283923261127e8
440.0 0.271 3.5684 0.8921 2.85681210738636e9
441.0 0.276 8.6203 2.15508 6.162462678328e7
442.0 0.104 4.3269 1.08172 2.80778037782907e9
443.0 0.267 2.7309 0.68272 2.51481129476718e9
445.0 0.124 1.4141 0.35352 1.56196636445621e9
447.0 0.293 4.4884 1.1221 4.053752584492e7
450.0 0.139 5.4056 1.3514 3.76518352214072e9
451.0 0.238 2.3644 0.5911 1.2850636239167e8
457.0 0.283 3.0598 0.76495 3.04870437458429e9
458.0 0.197 3.8444 0.9611 1.7638140736088e8
459.0 0.126 3.7523 0.93808 3.62499258263775e9
460.0 0.117 3.181 0.79525 3.6651186880488e8
461.0 0.038 0.0 0.0 0.0
462.0 0.124 7.0597 1.76492 3.8941785668613e9
463.0 0.343 3.3407 0.83518 4.41314540473823e9
465.0 0.282 3.6882 0.92205 3.6141668134643e8
466.0 0.102 2.9998 0.74995 3.75667920073321e9
467.0 0.304 22.7177 5.67942 3.10427149412512e9
473.0 0.113 4.1112 1.0278 3.165902759994e7
475.0 0.099 2.9504 0.7376 2.75954220261529e9
478.0 0.094 1.5601 0.39002 1.26494816641363e9
479.0 0.244 3.9141 0.97852 5.5466544712768e8
480.0 0.117 4.0802 1.02005 6.373946974491e8
481.0 0.104 2.7311 0.68278 1.67247453136076e9
482.0 0.108 7.4667 1.86668 3.27995245258478e9
484.0 0.103 4.4704 1.1176 6.2005957425726e8
486.0 0.172 3.0693 0.76732 2.98067672428659e9
487.0 0.104 3.1094 0.77735 1.59535242501955e9
488.0 0.109 3.6104 0.9026 4.0759504363536e8
490.0 0.254 2.2663 0.56658 1.58256024982399e9
491.0 0.119 3.9794 0.99485 2.57810327282767e9
492.0 0.243 5.2397 1.30993 2.6467363932779e9
494.0 0.25 3.7514 0.93785 9.99232575064e7
496.0 0.124 3.168 0.792 2.97302698408724e9
498.0 0.1 3.6299 0.90748 3.74522314001615e9
499.0 0.118 8.8313 2.20783 3.98572768536634e9
500.0 0.264 13.9783 3.49458 3.77903310048157e9
501.0 0.114 23.303 5.82575 2.02155442692073e9
502.0 0.118 5.2705 1.31762 3.96059473401284e9
504.0 0.274 14.3918 3.59795 3.50124400740427e9
505.0 0.102 4.1705 1.04263 2.85405713441098e9
508.0 0.131 2.9998 0.74995 5.618388592868e8
510.0 0.009 0.0 0.0 0.0
512.0 0.008 0.0 0.0 0.0
513.0 0.101 2.7993 0.69982 3.1220555721573e8
514.0 0.148 3.4701 0.86752 3.2703067239168e8
517.0 0.329 5.2644 1.3161 3.11863262543927e9
518.0 0.12 3.2487 0.81218 2.76797547520836e9
519.0 0.119 1.6798 0.41995 2.9880211947414e9
520.0 0.276 8.3732 2.0933 2.87684213858826e9
521.0 0.108 3.4831 0.87078 1.62404594252347e9
522.0 0.117 3.1712 0.7928 3.8248977174679e8
524.0 0.228 3.1225 0.78062 1.9533671818257e8
526.0 0.126 2.8103 0.70258 3.11529357216125e9
528.0 0.009 0.0 0.0 0.0
529.0 0.107 2.8787 0.71968 7.1507279496453e8
530.0 0.154 2.3912 0.5978 2.52174267406999e9
535.0 0.112 17.2783 4.31958 3.4521600593532e9
536.0 0.158 3.0116 0.7529 3.61467420239464e9
537.0 0.121 3.048 0.762 2.56974897852396e9
538.0 0.274 18.4884 4.6221 4.33680812695575e9
539.0 0.113 3.4882 0.87205 3.6513200311462e8
540.0 0.1 3.7498 0.93745 3.25292802836948e9
541.0 0.122 1.4396 0.3599 2.00587210682499e9
542.0 0.109 5.2292 1.3073 2.20477715699238e9
543.0 0.116 3.1912 0.7978 3.3357787386978e8
544.0 0.26 3.3422 0.83555 6.6403175938914e8
545.0 0.259 15.8331 3.95828 2.58829140736764e9
546.0 0.233 15.2096 3.8024 2.9996391632725e8
553.0 0.141 4.6922 1.17305 2.83290318372077e9
554.0 0.098 3.0311 0.75778 3.85574116247115e9
556.0 0.219 6.5775 1.64438 3.48773960283441e9
557.0 0.172 3.6476 0.9119 4.02745736491582e9
561.0 0.371 11.6705 2.91762 4.32249263522343e9
564.0 0.186 3.5909 0.89772 5.0018178712515e8
565.0 0.135 2.5502 0.63755 2.35459007950157e9
568.0 0.102 3.0502 0.76255 3.3215761111103e8
571.0 0.129 3.0798 0.76995 1.59831472875015e9
572.0 0.101 1.5901 0.39752 1.44793716998314e9
575.0 0.147 3.0315 0.75788 4.24033894987177e9
576.0 0.132 5.0729 1.26823 2.25303198254775e9
580.0 0.107 1.3553 0.33883 2.20317174288198e9
582.0 0.166 3.4509 0.86272 3.67470566796209e9
584.0 0.124 5.7252 1.4313 3.41290736383261e9
588.0 0.123 3.2001 0.80002 3.19103466635564e9
589.0 0.136 4.5931 1.14828 5.33783588274312e9
590.0 0.009 0.0 0.0 0.0
591.0 0.287 3.2696 0.8174 4.13838729734019e9
592.0 0.118 4.1526 1.03815 3.12245358800581e9
593.0 0.301 2.0691 0.51728 2.968336236375e9
594.0 0.101 6.7333 1.68333 4.80119771514576e9
595.0 0.123 3.8812 0.9703 4.01132511879897e9
596.0 0.107 3.0788 0.7697 2.604209408417e8
597.0 0.102 2.9211 0.73028 4.4867405762054e8
599.0 0.231 5.4308 1.3577 6.6104358564283e8
600.0 0.139 3.2424 0.8106 3.9408744981376e8
601.0 0.107 2.771 0.69275 3.1136705819919e8
605.0 0.157 3.4487 0.86218 3.1267731384451e8
606.0 0.114 2.769 0.69225 2.44111761187949e9
607.0 0.304 3.0501 0.76252 4.3999169417349e8
610.0 0.174 1.5232 0.3808 1.352344861596523e10
611.0 0.13 3.1402 0.78505 3.02971030261009e9
613.0 0.332 4.3497 1.08743 2.977733982739064e10
615.0 0.099 5.0999 1.27498 3.92915983504029e9
619.0 0.001 0.0 0.0 0.0
621.0 0.26 2.6409 0.66022 4.0930049018939e9
625.0 0.426 3.7503 0.93758 2.797719280256852e10
626.0 0.119 2.1897 0.54743 2.9112230822113e9
627.0 0.123 1.7405 0.43512 1.5210514006586e9
628.0 0.383 3.5104 0.8776 4.221456811715822e10
631.0 0.212 3.5876 0.8969 3.468722034559963e10
632.0 0.404 3.7193 0.92982 4.281587876686014e10
633.0 0.389 5.3301 1.33253 4.038027577988417e10
637.0 0.119 2.6068 0.6517 3.25150144364944e9
638.0 0.295 2.8703 0.71758 2.5784970166764e8
639.0 0.282 3.4907 0.87268 4.6997091278628e8
644.0 0.209 5.2191 1.30478 3.6036781939371e8
645.0 0.133 3.1574 0.78935 4.2712990169115e8
646.0 0.451 3.4291 0.85728 1.2860989387609296e11
647.0 0.347 5.0267 1.25668 2.571462350190986e10
648.0 0.377 13.6266 3.40665 4.528955766522839e10
652.0 0.27 1.5835 0.39588 1.85290573516455e9
654.0 0.002 0.0 0.0 0.0
655.0 0.163 12.9893 3.24732 4.06034146516723e9
657.0 0.135 2.7991 0.69978 3.18817678111649e9
658.0 0.156 5.416 1.354 2.85504203790496e9
660.0 0.13 6.9552 1.7388 4.51311022320112e9
662.0 0.364 3.0607 0.76518 4.5379799770908e8
663.0 0.149 3.9386 0.98465 3.4555271372184e9
669.0 0.144 7.8868 1.9717 3.08921576597015e9
671.0 0.134 5.0512 1.2628 3.01530640894409e9
672.0 0.103 3.6594 0.91485 4.4577836107914e8
673.0 0.096 3.2187 0.80468 2.54431815191216e9
674.0 0.14 4.9533 1.23833 2.81745993508787e9
681.0 0.41 3.8119 0.95298 3.727878423535112e10
682.0 0.118 4.4264 1.1066 2.02175701522089e9
683.0 0.112 14.6788 3.6697 4.06434452675732e9
685.0 0.152 3.1821 0.79552 3.63849986074984e9
686.0 0.151 2.0722 0.51805 2.86180960024226e9
687.0 0.421 3.3312 0.8328 3.0885671046731e9
688.0 0.109 1.474 0.3685 2.01530700078598e9
689.0 0.097 10.4858 2.62145 4.60289672184906e9
690.0 0.305 7.3858 1.84645 5.5039844183513e9
693.0 0.213 3.7884 0.9471 2.996361809959038e10
697.0 0.421 4.5804 1.1451 2.234436969378676e10
700.0 0.128 4.9107 1.22768 3.74902607461657e9
701.0 0.158 12.0071 3.00178 2.526830362084e7
702.0 0.314 4.8777 1.21942 2.76932717044375e9
707.0 0.452 1.5138 0.37845 1.994650579932789e10
708.0 0.379 10.4132 2.6033 4.311151964533666e10
709.0 0.367 3.1485 0.78712 3.875235577758068e10
711.0 0.102 1.4697 0.36742 1.02033795319623e9
712.0 0.242 20.7142 5.17855 1.2525524638669e9
713.0 0.099 4.2672 1.0668 2.54614504040951e9
715.0 0.3 26.7624 6.6906 8.823645470629e7
716.0 0.185 12.1895 3.04738 4.281000891814844e10
717.0 0.247 8.4083 2.10208 9.3279200091349e8
718.0 0.14 3.3027 0.82568 3.15628610102695e9
720.0 0.125 3.0717 0.76792 3.96074359716083e9
721.0 0.21 2.9505 0.73762 2.06087315821032e9
722.0 0.145 4.3051 1.07628 3.72706057945381e9
723.0 0.167 3.8871 0.97178 3.36247885568577e9
727.0 0.443 14.4884 3.6221 2.070756604324889e11
728.0 0.25 1.474 0.3685 1.08720652336963e9
729.0 0.195 3.2653 0.81632 3.312816001370372e10
730.0 0.256 2.7813 0.69532 2.4197675279507e8
731.0 0.11 1.4102 0.35255 1.6360603043382e9
736.0 0.121 3.5405 0.88512 3.71785530664636e9
738.0 0.138 2.7885 0.69712 5.1731022429375e8
739.0 0.134 3.3899 0.84748 5.566544559956e7
741.0 0.374 10.7927 2.69818 4.089888450168694e10
744.0 0.223 2.6876 0.6719 3.20231500517992e10
745.0 0.23 4.6878 1.17195 2.51072216292866e9
749.0 0.15 12.1966 3.04915 5.13619202040434e9
750.0 0.279 3.4201 0.85502 3.17906089678945e9
751.0 0.009 0.0 0.0 0.0
752.0 0.185 3.0806 0.77015 3.460813190424438e10
753.0 0.121 2.4591 0.61477 1.96945877754382e9
754.0 0.121 3.3314 0.83285 4.70284287381956e9
755.0 0.115 1.5794 0.39485 2.13392867302896e9
757.0 0.34 8.4024 2.1006 6.8405474950982e9
759.0 0.382 4.9932 1.2483 3.213052600140146e10
761.0 0.782 4.4798 1.11995 2.7884251612353e8
762.0 0.253 3.8326 0.95815 3.84106208611942e9
765.0 0.129 2.4888 0.6222 4.21879245957206e9
767.0 0.107 5.9431 1.48578 1.1800789562026e8
768.0 0.094 2.9906 0.74765 3.2615433876036e8
770.0 0.379 10.8553 2.71382 4.075864217252379e10
772.0 0.372 3.0998 0.77495 3.40185064788515e9
773.0 0.122 4.1846 1.04615 3.60156626196606e9
776.0 0.35 6.894 1.7235 3.502249193472392e10
777.0 0.308 2.9979 0.74948 4.3213031267907e9
778.0 0.425 3.0905 0.77262 2.560545458574304e10
779.0 0.507 2.5607 0.64018 2.39227402576553e10
780.0 0.247 3.8272 0.9568 4.633134135683e7
783.0 0.4 3.4179 0.85448 5.14706962278786e9
785.0 0.223 1.3896 0.3474 8.62796640176e6
787.0 0.249 17.5115 4.37788 1.31964619330957e9
788.0 0.113 3.0294 0.75735 4.1937188751272e8
790.0 0.152 3.0305 0.75762 1.82344852648057e9
791.0 0.119 2.8084 0.7021 2.91299650824717e9
793.0 0.144 4.1088 1.0272 1.3742955658823e8
794.0 0.17 2.8118 0.70295 2.43127009322077e9
796.0 0.206 2.7986 0.69965 295299.49458
798.0 0.405 10.7108 2.6777 4.196350592534678e10
800.0 0.375 12.6361 3.15902 3.754332591984078e10
801.0 0.26 21.2792 5.3198 9.093935366895e8
802.0 0.109 2.8895 0.72238 2.8364143275496e8
804.0 0.135 3.2984 0.8246 3.37200683116662e9
805.0 0.13 5.9177 1.47942 3.10135401133215e9
806.0 0.132 2.9477 0.73692 3.25209656212808e9
807.0 0.104 1.7095 0.42738 1.24270623051023e9
808.0 0.102 4.1089 1.02723 5.9711035632818e8
812.0 0.35 12.196 3.049 4.018429559636216e10
815.0 0.101 3.4493 0.86232 3.9373453811399e9
818.0 0.18 3.7681 0.94202 1.3853653507614e8
819.0 0.451 22.3209 5.58022 3.328684035797794e10
820.0 0.114 16.8378 4.20945 4.38114448953319e9
821.0 0.5 25.8041 6.45102 3.380280301103413e10
822.0 0.197 2.5325 0.63313 2.46102246932232e9
823.0 0.291 2.9927 0.74818 3.691672500862646e10
824.0 0.148 4.3631 1.09078 2.83396602576645e9
825.0 0.478 7.8446 1.96115 2.754460012290226e10
827.0 0.159 7.3825 1.84562 1.80504029178422e9
828.0 0.357 2.5568 0.6392 3.11750006927594e9
829.0 0.183 2.7018 0.67545 1.22726501434875e9
830.0 0.12 4.3383 1.08458 4.30259655738366e9
831.0 0.182 9.7126 2.42815 3.802200615036108e10
833.0 0.389 7.4915 1.87288 3.760011492847783e10
834.0 0.128 3.0281 0.75702 6.1973610872575e8
835.0 0.39 4.5626 1.14065 9.25594018616046e9
837.0 0.414 5.7774 1.44435 2.848207970419338e10
838.0 0.161 3.8687 0.96718 2.48086463176458e9
840.0 0.376 3.7592 0.9398 4.2003960042526e8
842.0 0.169 5.1464 1.2866 2.35139530081327e9
843.0 0.287 8.3624 2.0906 1.950094143273739e10
844.0 0.222 17.2201 4.30502 3.0880794616782e8
845.0 0.249 4.419 1.10475 2.21377960468041e9
846.0 0.292 9.0498 2.26245 3.82409683352039e9
847.0 0.457 20.639 5.15975 2.927037942100694e10
848.0 0.189 15.9895 3.99738 3.120457349363958e10
850.0 0.247 4.4128 1.1032 1.82662049806309e9
851.0 0.145 2.682 0.6705 2.90017592510643e9
852.0 0.104 1.2952 0.3238 1.14584986886357e9
853.0 0.389 3.0274 0.75685 3.206531234880868e10
854.0 0.122 9.0476 2.2619 4.15616592094081e9
858.0 0.426 3.2113 0.80282 3.47410054923148e10
860.0 0.102 3.0722 0.76805 2.74675913258932e9
861.0 0.115 2.1904 0.5476 1.42245857249234e9
862.0 0.373 1.4839 0.37098 9.90734506872904e9
863.0 0.38 2.568 0.642 2.9046195115148e8
866.0 0.187 3.4495 0.86238 3.02871852066855e10
869.0 0.092 4.0509 1.01273 2.93792351793732e9
871.0 0.314 9.107 2.27675 3.93743501499786e9
873.0 0.227 4.4668 1.1167 7.862340500582e7
877.0 0.191 3.7835 0.94588 1.0709597087391e8
878.0 0.095 9.7223 2.43058 3.56868178906303e9
882.0 0.404 4.7892 1.1973 2.775624210604209e10
884.0 0.385 7.7074 1.92685 3.334149096476176e10
885.0 0.122 1.5634 0.39085 1.19446214272448e9
